Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,prix_m2
,,,,,,,1,23/04/2024,Vente,333300.0,42.0,,RUE,3120,ELIE GINTRAC,33000.0,BORDEAUX,33,63,,DR,399,,8,"78,04",,,,,,,,,1,2.0,Appartement,,82.0,4.0,,,,4064.6341463414633
,,,,,,,1,24/04/2024,Vente,162000.0,5.0,,RUE,9100,DES TROIS CHANDELIERS,33000.0,BORDEAUX,33,63,,KI,148,,2,"30,14",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,,5586.206896551724
,,,,,,,1,12/04/2024,Vente,212000.0,21.0,,RUE,3950,GENSAN,33000.0,BORDEAUX,33,63,,DO,23,,2,"51,90",,,,,,,,,1,1.0,Maison,,82.0,3.0,,,,2585.3658536585367
,,,,,,,1,11/04/2024,Vente,275000.0,107.0,,RUE,0225,AMEDEE SAINT GERMAIN,33800.0,BORDEAUX,33,63,,CP,178,,,,,,,,,,,,0,2.0,Appartement,,40.0,2.0,S,,245.0,6875.0
,,,,,,,1,11/04/2024,Vente,275000.0,107.0,,RUE,0225,AMEDEE SAINT GERMAIN,33800.0,BORDEAUX,33,63,,CP,178,,,,,,,,,,,,0,2.0,Appartement,,32.0,2.0,S,,245.0,8593.75
,,,,,,,1,11/04/2024,Vente,275000.0,107.0,,RUE,0225,AMEDEE SAINT GERMAIN,33800.0,BORDEAUX,33,63,,CP,178,,,,,,,,,,,,0,2.0,Appartement,,53.0,3.0,S,,245.0,5188.679245283019
,,,,,,,1,04/04/2024,Vente,124045.0,53.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KX,55,,8,"27,55",,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,,4594.259259259259
,,,,,,,1,10/04/2024,Vente,440000.0,12.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,155,,70,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/04/2024,Vente,440000.0,12.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,155,,55,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/04/2024,Vente,440000.0,12.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,155,,21,"106,04",,,,,,,,,1,2.0,Appartement,,105.0,4.0,,,,4190.476190476191
,,,,,,,1,10/04/2024,Vente,440000.0,12.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,155,,62,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/04/2024,Vente,135000.0,5.0,,RUE,6500,MONTBAZON,33000.0,BORDEAUX,33,63,,KH,68,,3,"25,85",,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,,6428.571428571428
,,,,,,,1,05/04/2024,Vente,323000.0,87.0,,RUE,8700,SOLLE CAUD,33200.0,BORDEAUX,33,63,,MI,318,,,,,,,,,,,,0,1.0,Maison,,19.0,1.0,S,,165.0,17000.0
,,,,,,,1,05/04/2024,Vente,323000.0,87.0,,RUE,8700,SOLLE CAUD,33200.0,BORDEAUX,33,63,,MI,318,,,,,,,,,,,,0,1.0,Maison,,45.0,2.0,S,,165.0,7177.777777777777
,,,,,,,1,05/04/2024,Vente,323000.0,87.0,,RUE,8700,SOLLE CAUD,33200.0,BORDEAUX,33,63,,MI,318,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,165.0,inf
,,,,,,,1,05/04/2024,Vente,250000.0,7.0,,RUE,8120,DE LA ROUSSELLE,33000.0,BORDEAUX,33,63,,HE,288,,9,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/04/2024,Vente,390000.0,73.0,B,RUE,3110,EL ALAMEIN,33000.0,BORDEAUX,33,63,,IB,98,,,,,,,,,,,,0,1.0,Maison,,60.0,3.0,S,,230.0,6500.0
,,,,,,,1,17/04/2024,Vente,550000.0,27.0,,AV,4705,JEANNE D ARC,33000.0,BORDEAUX,33,63,,HW,60,,,,,,,,,,,,0,1.0,Maison,,110.0,4.0,S,,101.0,5000.0
,,,,,,,1,25/04/2024,Vente,272000.0,43.0,,RUE,6480,MONSARRAT,33800.0,BORDEAUX,33,63,,EK,16,,,,,,,,,,,,0,1.0,Maison,,80.0,3.0,S,,44.0,3400.0
,,,,,,,1,19/04/2024,Vente,237300.0,178.0,,RUE,8760,STEHELIN CAUD,33200.0,BORDEAUX,33,63,,YM,102,,465,"92,44",,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/04/2024,Vente,237300.0,178.0,,RUE,8760,STEHELIN CAUD,33200.0,BORDEAUX,33,63,,YM,102,,465,"92,44",,,,,,,,,1,2.0,Appartement,,83.0,4.0,,,,2859.0361445783133
,,,,,,,1,16/04/2024,Vente,108400.0,19.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DB,158,,5,"21,46",,,,,,,,,1,2.0,Appartement,,30.0,2.0,,,,3613.3333333333335
,,,,,,,1,22/04/2024,Vente,61100.0,181.0,,CRS,9500,DE L YSER,33800.0,BORDEAUX,33,63,,CS,123,,336,"18,15",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,18.0,0.0,,,,3394.4444444444443
,,,,,,,1,22/04/2024,Vente,61100.0,181.0,,CRS,9500,DE L YSER,33800.0,BORDEAUX,33,63,,CS,123,,571,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,12.0,0.0,,,,5091.666666666667
,,,,,,,1,29/04/2024,Vente,255000.0,19.0,,RUE,2985,DURET,33300.0,BORDEAUX,33,63,,RT,109,,48,"60,69",,,,,,,,,1,2.0,Appartement,,61.0,3.0,,,,4180.327868852459
,,,,,,,1,29/04/2024,Vente,255000.0,17.0,,RUE,2985,DURET,33300.0,BORDEAUX,33,63,,RT,109,,84,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,AG,,328.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,1.0,Maison,,184.0,7.0,AG,,328.0,4759.239130434783
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,AG,,328.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,AG,,228.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,570.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,570.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,570.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,1.0,Maison,,184.0,7.0,S,,570.0,4759.239130434783
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,AG,,228.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,AG,,228.0,inf
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,1.0,Maison,,184.0,7.0,AG,,228.0,4759.239130434783
,,,,,,,1,25/04/2024,Vente,875700.0,238.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,VY,14,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,AG,,328.0,inf
,,,,,,,1,30/04/2024,Vente,177000.0,11.0,,RUE,0700,BAVARD CAUD,33200.0,BORDEAUX,33,63,,YE,49,,66,"52,54",94,,,,,,,,2,2.0,Appartement,,53.0,3.0,,,,3339.622641509434
,,,,,,,1,30/04/2024,Vente,177000.0,11.0,,RUE,0700,BAVARD CAUD,33200.0,BORDEAUX,33,63,,YE,49,,66,"52,54",94,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,30/04/2024,Vente,150000.0,60.0,,RUE,2635,DEVEAUX,33200.0,BORDEAUX,33,63,,VK,4,,19,"46,51",,,,,,,,,1,2.0,Appartement,,46.0,2.0,,,,3260.8695652173915
,,,,,,,1,30/04/2024,Vente,150000.0,62.0,,RUE,2635,DEVEAUX,33200.0,BORDEAUX,33,63,,VK,4,,168,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,30/04/2024,Vente,668350.0,77.0,,RUE,9230,DU VELODROME,33200.0,BORDEAUX,33,63,,OD,143,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,244.0,inf
,,,,,,,1,30/04/2024,Vente,668350.0,77.0,,RUE,9230,DU VELODROME,33200.0,BORDEAUX,33,63,,OD,143,,,,,,,,,,,,0,1.0,Maison,,95.0,4.0,S,,244.0,7035.263157894737
,,,,,,,1,26/04/2024,Vente,45000.0,9.0,,RUE,9120,TUSTAL,33000.0,BORDEAUX,33,63,,KI,43,,4,"11,46",,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/04/2024,Vente,405000.0,59.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,21,,3,"94,12",,,,,,,,,1,2.0,Appartement,,99.0,4.0,,,,4090.909090909091
,,,,,,,1,10/04/2024,Vente,360000.0,3.0,,RUE,3670,FRANCOIS CHAMBRELENT,33300.0,BORDEAUX,33,63,,ST,266,,,,,,,,,,,,0,1.0,Maison,,72.0,2.0,S,,194.0,5000.0
,,,,,,,1,29/04/2024,Vente,452000.0,58.0,,RUE,7960,ROBERT D ENNERY,33200.0,BORDEAUX,33,63,,MW,115,,,,,,,,,,,,0,1.0,Maison,,68.0,4.0,S,,237.0,6647.058823529412
,,,,,,,1,11/04/2024,Vente,35000.0,116.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,LE,206,,232,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,24.0,0.0,,,,1458.3333333333333
,,,,,,,1,11/04/2024,Vente,20000.0,116.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,LE,206,,231,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,24.0,0.0,,,,833.3333333333334
,,,,,,,1,15/04/2024,Vente,215000.0,195.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RC,108,,113,,85,"57,35",,,,,,,2,2.0,Appartement,,54.0,3.0,,,,3981.4814814814813
,,,,,,,1,15/04/2024,Vente,215000.0,195.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RC,108,,113,,85,"57,35",,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/04/2024,Vente,215000.0,195.0,,RUE,4545,DU JARDIN PUBLIC,33300.0,BORDEAUX,33,63,,RC,108,,221,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/04/2024,Vente,161500.0,136.0,,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,CU,214,,6,,,,,,,,,,1,2.0,Appartement,,31.0,1.0,,,,5209.677419354839
,,,,,,,1,25/04/2024,Vente,350000.0,53.0,,RUE,8850,DE TAUZIA,33800.0,BORDEAUX,33,63,,DK,86,,95,"80,04",,,,,,,,,1,2.0,Appartement,,80.0,3.0,,,,4375.0
,,,,,,,1,25/04/2024,Vente,350000.0,19.0,,PAS,4200,GRENIER,33800.0,BORDEAUX,33,63,,DK,86,,185,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,1000.0,147.0,,RUE,8390,SAINTE CATHERINE,33000.0,BORDEAUX,33,63,,HD,257,,9,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,320000.0,5.0,,RUE,2520,DELANDRE,33200.0,BORDEAUX,33,63,,VH,117,,22,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,320000.0,5.0,,RUE,2520,DELANDRE,33200.0,BORDEAUX,33,63,,VH,117,,25,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,320000.0,5.0,,RUE,2520,DELANDRE,33200.0,BORDEAUX,33,63,,VH,117,,58,"76,26",,,,,,,,,1,2.0,Appartement,,76.0,3.0,,,,4210.526315789473
,,,,,,,1,29/04/2024,Vente,660000.0,15.0,,RUE,0470,AUGUSTE MERILLON,33000.0,BORDEAUX,33,63,,EV,109,,,,,,,,,,,,0,1.0,Maison,,150.0,4.0,S,,186.0,4400.0
,,,,,,,1,25/04/2024,Vente,634700.0,45.0,,RUE,4855,JULES MABIT,33200.0,BORDEAUX,33,63,,MX,23,,,,,,,,,,,,0,1.0,Maison,,107.0,5.0,S,,136.0,5931.77570093458
,,,,,,,1,25/04/2024,Vente,507000.0,93.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KV,166,,1,,5,"100,22",,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,507000.0,93.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KV,166,,1,,5,"100,22",,,,,,,2,2.0,Appartement,,112.0,4.0,,,,4526.785714285715
,,,,,,,1,30/04/2024,Vente,260000.0,38.0,,RUE,0115,ALBERT THOMAS,33000.0,BORDEAUX,33,63,,HV,14,,55,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,30/04/2024,Vente,260000.0,38.0,,RUE,0115,ALBERT THOMAS,33000.0,BORDEAUX,33,63,,HV,14,,64,"63,71",,,,,,,,,1,2.0,Appartement,,61.0,3.0,,,,4262.295081967213
,,,,,,,1,19/04/2024,Vente,188000.0,13.0,,ALL,4318,HAUSSMANN,33300.0,BORDEAUX,33,63,,RM,134,,43,"51,96",,,,,,,,,1,2.0,Appartement,,52.0,2.0,,,,3615.3846153846152
,,,,,,,1,19/04/2024,Vente,188000.0,13.0,,ALL,4318,HAUSSMANN,33300.0,BORDEAUX,33,63,,RM,134,,70,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/04/2024,Vente,19000.0,21.0,,RUE,8940,TIFFONET,33800.0,BORDEAUX,33,63,,DC,307,,34,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/04/2024,Vente,200000.0,48.0,,RUE,2415,DE CURSOL,33000.0,BORDEAUX,33,63,,HC,2,,13,"48,43",14,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/04/2024,Vente,200000.0,48.0,,RUE,2415,DE CURSOL,33000.0,BORDEAUX,33,63,,HC,2,,13,"48,43",14,,,,,,,,2,2.0,Appartement,,50.0,3.0,,,,4000.0
,,,,,,,1,11/04/2024,Vente,240000.0,46.0,,RUE,5100,LAJARTE,33800.0,BORDEAUX,33,63,,CT,279,,,,,,,,,,,,0,1.0,Maison,,50.0,2.0,S,,35.0,4800.0
,,,,,,,1,09/04/2024,Vente,26000.0,8.0,,RUE,0210,AMBROISE,33800.0,BORDEAUX,33,63,,CU,25,,37,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,26/04/2024,Vente,172000.0,85.0,,RUE,6955,PASCAL LAFARGUE,33300.0,BORDEAUX,33,63,,SP,200,,5,"63,12",,,,,,,,,1,2.0,Appartement,,63.0,3.0,,,,2730.15873015873
,,,,,,,1,26/04/2024,Vente,172000.0,85.0,,RUE,6955,PASCAL LAFARGUE,33300.0,BORDEAUX,33,63,,SP,200,,14,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,26/04/2024,Vente,20000.0,5.0,,RUE,0256,ANDRE BAC,33300.0,BORDEAUX,33,63,,RB,217,,283,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,22/04/2024,Vente,94921.0,194.0,,BD,4070,GODARD,33300.0,BORDEAUX,33,63,,PY,135,,73,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,28.0,0.0,,,,3390.035714285714
,,,,,,,1,25/04/2024,Vente,323120.0,10.0,,RUE,3867,GASTON MARCHOU,33300.0,BORDEAUX,33,63,,RM,134,,15,"76,96",,,,,,,,,1,2.0,Appartement,,77.0,3.0,,,,4196.363636363636
,,,,,,,1,25/04/2024,Vente,323120.0,13.0,,ALL,4318,HAUSSMANN,33300.0,BORDEAUX,33,63,,RM,134,,83,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/04/2024,Vente,95000.0,15.0,,RUE,0860,BERGEON,33800.0,BORDEAUX,33,63,,DC,423,,6,"28,17",,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/04/2024,Vente,95000.0,15.0,,RUE,0860,BERGEON,33800.0,BORDEAUX,33,63,,DC,423,,6,"28,17",,,,,,,,,1,2.0,Appartement,,33.0,2.0,,,,2878.787878787879
,,,,,,,1,22/04/2024,Vente,250000.0,116.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,LE,206,,1,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,22/04/2024,Vente,250000.0,116.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,LE,206,,15,"59,03",,,,,,,,,1,2.0,Appartement,,61.0,2.0,,,,4098.360655737705
,,,,,,,1,12/04/2024,Vente,11000.0,24.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DC,309,,8,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,190000.0,6.0,,RUE,3715,FRANTZ SCHRADER,33000.0,BORDEAUX,33,63,,IU,139,,8,"61,52",,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,190000.0,6.0,,RUE,3715,FRANTZ SCHRADER,33000.0,BORDEAUX,33,63,,IU,139,,8,"61,52",,,,,,,,,1,2.0,Appartement,,63.0,3.0,,,,3015.873015873016
,,,,,,,1,12/04/2024,Vente,615400.0,34.0,,QUAI,2000,DES CHARTRONS,33000.0,BORDEAUX,33,63,,PK,65,,10,,8,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/04/2024,Vente,615400.0,34.0,,QUAI,2000,DES CHARTRONS,33000.0,BORDEAUX,33,63,,PK,65,,10,,8,,,,,,,,2,2.0,Appartement,,76.0,1.0,,,,8097.368421052632
,,,,,,,1,25/04/2024,Vente,266000.0,25.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,53,,41,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,25/04/2024,Vente,266000.0,25.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,53,,16,"86,93",,,,,,,,,1,2.0,Appartement,,90.0,4.0,,,,2955.5555555555557
,,,,,,,1,17/04/2024,Vente,27000.0,12.0,,RUE,1635,CASSIGNOL,33000.0,BORDEAUX,33,63,,OX,156,,23,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/04/2024,Vente,85000.0,10.0,,RUE,7290,PIERRE DUHEM,33000.0,BORDEAUX,33,63,,DX,8,,48,"23,07",,,,,,,,,1,2.0,Appartement,,23.0,1.0,,,,3695.6521739130435
,,,,,,,1,10/04/2024,Vente,85000.0,10.0,,RUE,7290,PIERRE DUHEM,33000.0,BORDEAUX,33,63,,DX,8,,121,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/04/2024,Vente,110000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,775,"31,30",863,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/04/2024,Vente,110000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,775,"31,30",863,,,,,,,,2,2.0,Appartement,,31.0,1.0,,,,3548.3870967741937
,,,,,,,1,09/04/2024,Vente,110000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,951,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/04/2024,Vente,110000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,775,"31,30",863,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/04/2024,Vente,10200.0,170.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,363,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,263000.0,166.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,598,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,263000.0,166.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,510,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,263000.0,170.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,358,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,263000.0,170.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,273,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/04/2024,Vente,263000.0,166.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,510,,,,,,,,,,1,2.0,Appartement,,73.0,3.0,,,,3602.7397260273974
,,,,,,,1,18/04/2024,Vente,263000.0,166.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,NH,7,,598,,,,,,,,,,1,2.0,Appartement,,73.0,3.0,,,,3602.7397260273974
,,,,,,,1,17/04/2024,Vente,27500.0,26.0,,RUE,0930,BILLAUDEL,33800.0,BORDEAUX,33,63,,CU,84,,152,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/04/2024,Vente,100000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,561,,633,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/04/2024,Vente,100000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,561,,633,,,,,,,,2,2.0,Appartement,,48.0,2.0,,,,2083.3333333333335
,,,,,,,1,15/04/2024,Vente,100000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,705,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,29/03/2024,Vente,584000.0,72.0,,RUE,6330,MESTRE,33200.0,BORDEAUX,33,63,,MP,126,,,,,,,,,,,,0,1.0,Maison,,116.0,5.0,S,,254.0,5034.482758620689
,,,,,,,1,15/04/2024,Vente,170000.0,37.0,,RUE,5140,LA MOTHE,33800.0,BORDEAUX,33,63,,CP,173,,,,,,,,,,,,0,1.0,Maison,,32.0,2.0,S,,48.0,5312.5
,,,,,,,1,26/04/2024,Vente,105000.0,10.0,,BD,7560,PDT FRANKLIN ROOSEVELT,33800.0,BORDEAUX,33,63,,ER,199,,29,"25,49",,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,,4038.4615384615386
,,,,,,,1,17/04/2024,Vente,517800.0,42.0,,RUE,2355,DE LA COURSE,33000.0,BORDEAUX,33,63,,PN,201,,3,,,,,,,,,,1,2.0,Appartement,,83.0,2.0,,,,6238.55421686747
,,,,,,,1,03/05/2024,Vente,235440.0,37.0,,BD,0155,ALFRED DANEY,33300.0,BORDEAUX,33,63,,SZ,49,,1069,"18,95",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,18.0,0.0,,,,13080.0
,,,,,,,1,16/04/2024,Vente,290000.0,3.0,,RUE,3615,DES FOURS,33800.0,BORDEAUX,33,63,,DN,525,,,,,,,,,,,,0,2.0,Appartement,,39.0,1.0,S,,38.0,7435.897435897436
,,,,,,,1,16/04/2024,Vente,290000.0,3.0,,RUE,3615,DES FOURS,33800.0,BORDEAUX,33,63,,DN,525,,,,,,,,,,,,0,2.0,Appartement,,19.0,1.0,S,,38.0,15263.157894736842
,,,,,,,1,16/04/2024,Vente,290000.0,3.0,,RUE,3615,DES FOURS,33800.0,BORDEAUX,33,63,,DN,525,,,,,,,,,,,,0,2.0,Appartement,,25.0,1.0,S,,38.0,11600.0
,,,,,,,1,16/04/2024,Vente,290000.0,3.0,,RUE,3615,DES FOURS,33800.0,BORDEAUX,33,63,,DN,525,,,,,,,,,,,,0,2.0,Appartement,,24.0,1.0,S,,38.0,12083.333333333334
,,,,,,,1,08/04/2024,Vente,340000.0,11.0,,AV,5620,LOUIS BARTHOU CAUD,33200.0,BORDEAUX,33,63,,NY,67,,12,,5,,,,,,,,2,2.0,Appartement,,123.0,5.0,,,,2764.2276422764226
,,,,,,,1,08/04/2024,Vente,340000.0,11.0,,AV,5620,LOUIS BARTHOU CAUD,33200.0,BORDEAUX,33,63,,NY,67,,1,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
