Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,prix_m2
,,,,,,,1,05/01/2024,Vente,175000.0,2.0,,RUE,7298,PIERRE DE LADIME,33800.0,BORDEAUX,33,63,,CK,247,,11,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,175000.0,328.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,CK,247,,24,"39,79",,,,,,,,,1,2.0,Appartement,,53.0,2.0,,,,3301.8867924528304
,,,,,,,1,08/01/2024,Vente,28000.0,179.0,,RUE,1435,CAMILLE GODARD,33000.0,BORDEAUX,33,63,,OT,16,,1829,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,180000.0,25.0,,RUE,5885,DU MANEGE,33000.0,BORDEAUX,33,63,,KY,57,,1,,,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,,7200.0
,,,,,,,1,10/01/2024,Vente,22000.0,10.0,,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,94,,10,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,22000.0,10.0,,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,94,,11,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,22000.0,10.0,,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,94,,4,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,22000.0,10.0,,RUE,1080,BORIE,33300.0,BORDEAUX,33,63,,RE,94,,5,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,722000.0,10.0,,ALL,6805,D ORLEANS,33000.0,BORDEAUX,33,63,,KP,30,,63,"138,25",,,,,,,,,1,2.0,Appartement,,137.0,5.0,,,,5270.07299270073
,,,,,,,1,09/01/2024,Vente,722000.0,10.0,,ALL,6805,D ORLEANS,33000.0,BORDEAUX,33,63,,KP,30,,78,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,221000.0,121.0,,QUAI,2000,DES CHARTRONS,33300.0,BORDEAUX,33,63,,RR,273,,8,"53,85",,,,,,,,,1,2.0,Appartement,,58.0,2.0,,,,3810.344827586207
,,,,,,,1,05/01/2024,Vente,221000.0,9.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RR,304,,5,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,373000.0,39.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,CE,92,,285,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,373000.0,39.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,CE,92,,286,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,140000.0,2.0,,RUE,4549,JEAN ARTUS,33300.0,BORDEAUX,33,63,,PX,3,,233,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,140000.0,2.0,,RUE,4549,JEAN ARTUS,33300.0,BORDEAUX,33,63,,PX,3,,74,"70,15",,,,,,,,,1,2.0,Appartement,,68.0,3.0,,,,2058.823529411765
,,,,,,,1,02/01/2024,Vente,231000.0,10.0,,RUE,2442,DANIEL IFFLA OSIRIS,33300.0,BORDEAUX,33,63,,SD,83,,34,"61,06",,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,,3725.8064516129034
,,,,,,,1,02/01/2024,Vente,231000.0,18.0,,RUE,5716,LUCIE AUBRAC,33300.0,BORDEAUX,33,63,,SD,83,,146,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,02/01/2024,Vente,403300.0,21.0,,RUE,8805,DE TAMATAVE,33000.0,BORDEAUX,33,63,,ID,400,,224,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,02/01/2024,Vente,403300.0,19.0,,RUE,8805,DE TAMATAVE,33000.0,BORDEAUX,33,63,,ID,400,,13,"82,76",,,,,,,,,1,2.0,Appartement,,83.0,4.0,,,,4859.036144578313
,,,,,,,1,05/01/2024,Vente,290000.0,31.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,39,,62,,91,"102,84",,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,290000.0,31.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,39,,62,,91,"102,84",,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,290000.0,31.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,39,,62,,91,"102,84",,,,,,,2,2.0,Appartement,,103.0,4.0,,,,2815.5339805825242
,,,,,,,1,05/01/2024,Vente,290000.0,31.0,,RUE,5196,LAPORTE CAUD,33200.0,BORDEAUX,33,63,,VH,39,,62,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,80000.0,5.0,,PL,1940,CHARLES GRUET,33000.0,BORDEAUX,33,63,,KS,6,,1,"14,42",,,,,,,,,1,2.0,Appartement,,15.0,1.0,,,,5333.333333333333
,,,,,,,1,03/01/2024,Vente,272000.0,86.0,,AV,5620,LOUIS BARTHOU CAUD,33200.0,BORDEAUX,33,63,,NX,132,,34,"65,53",,,,,,,,,1,2.0,Appartement,,67.0,3.0,,,,4059.7014925373132
,,,,,,,1,03/01/2024,Vente,272000.0,84.0,,AV,5620,LOUIS BARTHOU CAUD,33200.0,BORDEAUX,33,63,,NX,132,,4,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,415800.0,52.0,,RUE,3815,GAMBETTA CAUD,33200.0,BORDEAUX,33,63,,VE,42,,,,,,,,,,,,0,1.0,Maison,,38.0,3.0,S,,268.0,10942.105263157895
,,,,,,,1,12/01/2024,Vente,415800.0,52.0,,RUE,3815,GAMBETTA CAUD,33200.0,BORDEAUX,33,63,,VE,43,,,,,,,,,,,,0,1.0,Maison,,60.0,3.0,S,,380.0,6930.0
,,,,,,,1,03/01/2024,Vente,200000.0,324.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VI,7,,163,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/01/2024,Vente,200000.0,328.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VI,7,,104,,110,"74,80",,,,,,,2,2.0,Appartement,,80.0,3.0,,,,2500.0
,,,,,,,1,08/01/2024,Vente,165000.0,29.0,,RUE,4475,HUGUERIE,33000.0,BORDEAUX,33,63,,KS,38,,10,"25,09",,,,,,,,,1,2.0,Appartement,,23.0,1.0,,,,7173.913043478261
,,,,,,,1,09/01/2024,Vente,140000.0,21.0,,RUE,0920,BIGOT,33000.0,BORDEAUX,33,63,,DR,336,,20,,,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,,5600.0
,,,,,,,1,03/01/2024,Vente,105000.0,11.0,,RUE,8555,SAUMENUDE,33800.0,BORDEAUX,33,63,,DN,517,,5,"22,17",,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,,4772.727272727273
,,,,,,,1,03/01/2024,Vente,230000.0,17.0,B,RUE,9115,DE TURENNE,33000.0,BORDEAUX,33,63,,KT,227,,2,,,,,,,,,,1,2.0,Appartement,,67.0,2.0,,,,3432.8358208955224
,,,,,,,1,03/01/2024,Vente,349000.0,104.0,,RUE,8975,DU TONDU,33000.0,BORDEAUX,33,63,,EY,104,,3,,,,,,,,,,1,2.0,Appartement,,73.0,3.0,,,,4780.821917808219
,,,,,,,1,03/01/2024,Vente,349000.0,104.0,,RUE,8975,DU TONDU,33000.0,BORDEAUX,33,63,,EY,104,,3,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/01/2024,Vente,100000.0,83.0,,CRS,5990,DU MARECHAL GALLIENI,33000.0,BORDEAUX,33,63,,HX,4,,3,"31,56",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,32.0,0.0,,,,3125.0
,,,,,,,1,15/01/2024,Vente,20000.0,222.0,,AV,3340,EYSINES CAUD,33200.0,BORDEAUX,33,63,,YE,142,,125,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,765000.0,28.0,,RUE,6350,MEXICO,33200.0,BORDEAUX,33,63,,OL,234,,,,,,,,,,,,0,1.0,Maison,,126.0,4.0,S,,169.0,6071.428571428572
,,,,,,,1,12/01/2024,Vente,100000.0,16.0,,RUE,5675,LOUIS LIARD,33000.0,BORDEAUX,33,63,,DU,71,,6,"16,25",,,,,,,,,1,2.0,Appartement,,16.0,1.0,,,,6250.0
,,,,,,,1,05/01/2024,Vente,200000.0,49.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,247,,90,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,200000.0,49.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,247,,104,,29,,,,,,,,2,2.0,Appartement,,45.0,2.0,,,,4444.444444444444
,,,,,,,1,05/01/2024,Vente,200000.0,49.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,247,,104,,29,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,200000.0,49.0,,RUE,2770,DONISSAN,33000.0,BORDEAUX,33,63,,DU,247,,104,,29,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,87650.0,9.0,,RUE,8555,SAUMENUDE,33800.0,BORDEAUX,33,63,,DN,516,,5,,,,,,,,,,1,2.0,Appartement,,23.0,1.0,,,,3810.8695652173915
,,,,,,,1,05/01/2024,Vente,87650.0,9.0,,RUE,8555,SAUMENUDE,33800.0,BORDEAUX,33,63,,DN,516,,7,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,182160.0,200.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,BZ,210,,235,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,84000.0,25.0,,RUE,3020,DUVERGIER,33200.0,BORDEAUX,33,63,,NS,7,,24,"17,56",,,,,,,,,1,2.0,Appartement,,15.0,1.0,,,,5600.0
,,,,,,,1,11/01/2024,Vente,50000.0,343.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,EO,51,,1,"14,49",,,,,,,,,1,2.0,Appartement,,16.0,1.0,,,,3125.0
,,,,,,,1,09/01/2024,Vente,175000.0,42.0,,RUE,8135,DES SABLIERES,33800.0,BORDEAUX,33,63,,ED,60,,164,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,175000.0,42.0,,RUE,8135,DES SABLIERES,33800.0,BORDEAUX,33,63,,ED,60,,80,"34,12",,,,,,,,,1,2.0,Appartement,,33.0,2.0,,,,5303.030303030303
,,,,,,,1,03/01/2024,Vente,475000.0,17.0,,RUE,5675,LOUIS LIARD,33000.0,BORDEAUX,33,63,,DU,48,,1,,3,,4,,5,,,,4,2.0,Appartement,,100.0,4.0,,,,4750.0
,,,,,,,1,12/01/2024,Vente,90000.0,49.0,,RUE,2892,DU HAMEL,33800.0,BORDEAUX,33,63,,DN,502,,4,,,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,,4285.714285714285
,,,,,,,1,04/01/2024,Vente,272900.0,8.0,,RUE,4250,GUILLAUME BROCHON,33000.0,BORDEAUX,33,63,,KN,128,,6,"47,78",,,,,,,,,1,2.0,Appartement,,52.0,2.0,,,,5248.076923076923
,,,,,,,1,15/01/2024,Vente,180180.0,200.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,BZ,210,,232,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,695000.0,34.0,,AV,6920,DU PARC DE LESCURE,33000.0,BORDEAUX,33,63,,HU,125,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,100.0,0.0,S,,274.0,6950.0
,,,,,,,1,12/01/2024,Vente,695000.0,34.0,,AV,6920,DU PARC DE LESCURE,33000.0,BORDEAUX,33,63,,HU,125,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,100.0,0.0,S,,274.0,6950.0
,,,,,,,1,12/01/2024,Vente,695000.0,34.0,,AV,6920,DU PARC DE LESCURE,33000.0,BORDEAUX,33,63,,HU,125,,,,,,,,,,,,0,2.0,Appartement,,120.0,4.0,S,,274.0,5791.666666666667
,,,,,,,1,10/01/2024,Vente,260000.0,,,AV,0304,ANDRE REINSON,33300.0,BORDEAUX,33,63,,TC,88,,6,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,260000.0,10.0,,AV,5931,MARCEL DASSAULT,33300.0,BORDEAUX,33,63,,TC,88,,315,"82,55",,,,,,,,,1,2.0,Appartement,,84.0,4.0,,,,3095.2380952380954
,,,,,,,1,16/01/2024,Vente,135000.0,102.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KV,115,,9,"26,15",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,,5625.0
,,,,,,,1,08/01/2024,Vente,96500.0,48.0,,RUE,7880,RENE ROY DE CLOTTE,33000.0,BORDEAUX,33,63,,DU,107,,3,"24,96",,,,,,,,,1,2.0,Appartement,,35.0,1.0,,,,2757.1428571428573
,,,,,,,1,17/01/2024,Vente,27500.0,1.0,,RUE,0640,BARRAU,33000.0,BORDEAUX,33,63,,EB,184,,153,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,1057500.0,5.0,,RUE,7300,PIERRE LOTI,33800.0,BORDEAUX,33,63,,CY,215,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,230.0,0.0,S,,379.0,4597.826086956522
,,,,,,,1,10/01/2024,Vente,143000.0,116.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HB,225,,68,"30,77",,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,143000.0,116.0,,RUE,0785,DE BELFORT,33000.0,BORDEAUX,33,63,,HB,225,,68,"30,77",,,,,,,,,1,2.0,Appartement,,33.0,1.0,,,,4333.333333333333
,,,,,,,1,12/01/2024,Vente,70000.0,48.0,,RUE,6590,MOULINIE,33000.0,BORDEAUX,33,63,,DT,128,,9,"13,43",,,,,,,,,1,2.0,Appartement,,19.0,1.0,,,,3684.2105263157896
,,,,,,,1,11/01/2024,Vente,230000.0,52.0,,RUE,4475,HUGUERIE,33000.0,BORDEAUX,33,63,,KW,60,,106,"39,11",21,,,,,,,,2,2.0,Appartement,,38.0,2.0,,,,6052.631578947368
,,,,,,,1,11/01/2024,Vente,230000.0,52.0,,RUE,4475,HUGUERIE,33000.0,BORDEAUX,33,63,,KW,60,,106,"39,11",21,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,460000.0,2.0,,IMP,3390,FAURE,33000.0,BORDEAUX,33,63,,HE,336,,3,"93,04",,,,,,,,,1,2.0,Appartement,,92.0,3.0,,,,5000.0
,,,,,,,1,08/01/2024,Vente,460000.0,27.0,,RUE,8120,DE LA ROUSSELLE,33000.0,BORDEAUX,33,63,,HE,336,,7,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,460000.0,27.0,,RUE,8120,DE LA ROUSSELLE,33000.0,BORDEAUX,33,63,,HE,336,,8,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,320000.0,90.0,,RUE,6985,DE PATAY,33000.0,BORDEAUX,33,63,,EV,2,,,,,,,,,,,,0,1.0,Maison,,94.0,4.0,S,,104.0,3404.255319148936
,,,,,,,1,03/01/2024,Vente,287000.0,16.0,,RUE,5559,DE LISBONNE,33000.0,BORDEAUX,33,63,,HT,161,,23,,,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,,4484.375
,,,,,,,1,03/01/2024,Vente,287000.0,16.0,,RUE,5559,DE LISBONNE,33000.0,BORDEAUX,33,63,,HT,161,,52,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,89000.0,22.0,,RUE,9320,VICTOR LOUIS LIOTARD,33000.0,BORDEAUX,33,63,,HY,28,,16,,,,,,,,,,1,2.0,Appartement,,14.0,1.0,,,,6357.142857142857
,,,,,,,1,10/01/2024,Vente,89000.0,22.0,,RUE,9320,VICTOR LOUIS LIOTARD,33000.0,BORDEAUX,33,63,,HY,28,,16,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/01/2024,Vente,238000.0,44.0,,RUE,4345,HENRI IV,33000.0,BORDEAUX,33,63,,DT,219,,13,,25,,,,,,,,2,2.0,Appartement,,90.0,3.0,,,,2644.4444444444443
,,,,,,,1,19/01/2024,Vente,238000.0,44.0,,RUE,4345,HENRI IV,33000.0,BORDEAUX,33,63,,DT,219,,13,,25,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,147500.0,13.0,,RUE,0855,BERGERET,33000.0,BORDEAUX,33,63,,DR,117,,8,"38,25",,,,,,,,,1,2.0,Appartement,,40.0,1.0,,,,3687.5
,,,,,,,1,04/01/2024,Vente,186120.0,200.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,BZ,210,,252,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,417000.0,45.0,,RUE,0110,ALBERT TOURNIER,33200.0,BORDEAUX,33,63,,OC,131,,64,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,417000.0,45.0,,RUE,0110,ALBERT TOURNIER,33200.0,BORDEAUX,33,63,,OC,131,,65,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,417000.0,45.0,,RUE,0110,ALBERT TOURNIER,33200.0,BORDEAUX,33,63,,OC,131,,21,,,,,,,,,,1,2.0,Appartement,,75.0,4.0,,,,5560.0
,,,,,,,1,15/01/2024,Vente,30000.0,343.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,EO,51,,42,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/01/2024,Vente,135000.0,42.0,,RUE,1510,CAPDEVILLE,33000.0,BORDEAUX,33,63,,LD,143,,1,,3,"19,61",,,,,,,2,4.0,Local industriel. commercial ou assimilé,,60.0,0.0,,,,2250.0
,,,,,,,1,17/01/2024,Vente,135000.0,42.0,,RUE,1510,CAPDEVILLE,33000.0,BORDEAUX,33,63,,LD,143,,2,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,470000.0,15.0,,RUE,7955,DE RIVIERE,33000.0,BORDEAUX,33,63,,OV,93,,,,,,,,,,,,0,1.0,Maison,,103.0,4.0,S,,149.0,4563.1067961165045
,,,,,,,1,17/01/2024,Vente,176220.0,200.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,BZ,210,,231,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/01/2024,Vente,120780.0,200.0,,BD,0080,ALBERT 1ER,33800.0,BORDEAUX,33,63,,BZ,210,,229,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,02/01/2024,Vente,99000.0,29.0,,RUE,5820,MAGENDIE,33000.0,BORDEAUX,33,63,,DS,144,,8,"18,19",,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,,4950.0
,,,,,,,1,05/01/2024,Vente,325000.0,10.0,,RUE,1275,DE BRUGES,33000.0,BORDEAUX,33,63,,OZ,221,,,,,,,,,,,,0,1.0,Maison,,55.0,3.0,S,,79.0,5909.090909090909
,,,,,,,1,11/01/2024,Vente,14900.0,197.0,,BD,7560,PDT FRANKLIN ROOSEVELT,33800.0,BORDEAUX,33,63,,EO,131,,31,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,277700.0,127.0,,AV,0355,D ARES,33200.0,BORDEAUX,33,63,,MN,101,,4,"68,28",,,,,,,,,1,2.0,Appartement,,63.0,3.0,,,,4407.936507936508
,,,,,,,1,11/01/2024,Vente,277700.0,127.0,,AV,0355,D ARES,33200.0,BORDEAUX,33,63,,MN,101,,80,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/01/2024,Vente,224000.0,30.0,,RUE,0645,BARREYRE,33300.0,BORDEAUX,33,63,,RE,50,,1,"58,19",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,57.0,0.0,,,,3929.8245614035086
,,,,,,,1,12/01/2024,Vente,151030.0,19.0,,RUE,8255,SAINT JAMES,33000.0,BORDEAUX,33,63,,HD,345,,4,"31,60",,,,,,,,,1,2.0,Appartement,,34.0,2.0,,,,4442.058823529412
,,,,,,,1,11/01/2024,Vente,193000.0,,,AV,0304,ANDRE REINSON,33300.0,BORDEAUX,33,63,,TC,96,,53,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,193000.0,28.0,,AV,0304,ANDRE REINSON,33300.0,BORDEAUX,33,63,,TC,96,,502,"64,50",,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,,3015.625
,,,,,,,1,02/01/2024,Vente,1127000.0,7.0,,RUE,8225,SAINT FORT,33000.0,BORDEAUX,33,63,,KV,31,,,,,,,,,,,,0,1.0,Maison,,191.0,7.0,S,,165.0,5900.523560209424
,,,,,,,1,08/01/2024,Vente,273000.0,4.0,,RUE,7788,RAYMOND AUGUSTE MONVOISIN,33800.0,BORDEAUX,33,63,,BW,274,,317,"65,37",,,,,,,,,1,2.0,Appartement,,64.0,3.0,,,,4265.625
,,,,,,,1,08/01/2024,Vente,273000.0,4.0,,RUE,7788,RAYMOND AUGUSTE MONVOISIN,33800.0,BORDEAUX,33,63,,BW,274,,46,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/01/2024,Vente,20000.0,3.0,,PL,5375,LEON DUGUIT,33800.0,BORDEAUX,33,63,,DH,36,,13,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/01/2024,Vente,271000.0,6.0,,RUE,7605,DU PROFESSEUR DEMONS,33000.0,BORDEAUX,33,63,,PE,201,,10,"50,12",11,,12,,14,,9.0,,5,2.0,Appartement,,67.0,4.0,,,,4044.776119402985
,,,,,,,1,19/01/2024,Vente,403536.0,16.0,,RUE,9260,DE LA VERRERIE,33000.0,BORDEAUX,33,63,,PJ,116,,20,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/01/2024,Vente,403536.0,16.0,,RUE,9260,DE LA VERRERIE,33000.0,BORDEAUX,33,63,,PJ,116,,162,"74,66",,,,,,,,,1,2.0,Appartement,,74.0,3.0,,,,5453.189189189189
,,,,,,,1,19/01/2024,Vente,403536.0,16.0,,RUE,9260,DE LA VERRERIE,33000.0,BORDEAUX,33,63,,PJ,116,,54,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/01/2024,Vente,383000.0,16.0,,RUE,0790,DE BELGIQUE,33800.0,BORDEAUX,33,63,,CA,139,,,,,,,,,,,,0,1.0,Maison,,70.0,3.0,S,,253.0,5471.428571428572
,,,,,,,1,23/01/2024,Vente,151500.0,14.0,,RUE,6275,DES MENUTS,33000.0,BORDEAUX,33,63,,DO,245,,17,"35,34",,,,,,,,,1,2.0,Appartement,,35.0,2.0,,,,4328.571428571428
,,,,,,,1,08/01/2024,Vente,90000.0,6.0,,RUE,4040,GINER DE LOS RIOS,33800.0,BORDEAUX,33,63,,DB,216,,36,"15,06",,,,,,,,,1,2.0,Appartement,,15.0,1.0,,,,6000.0
,,,,,,,1,10/01/2024,Vente,83000.0,139.0,,AV,1915,CHARLES DE GAULLE,33200.0,BORDEAUX,33,63,,OI,54,,17,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,83000.0,139.0,,AV,1915,CHARLES DE GAULLE,33200.0,BORDEAUX,33,63,,OI,54,,15,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,140187.0,21.0,,RUE,1687,CAUSSADE,33800.0,BORDEAUX,33,63,,BT,53,,,,,,,,,,,,0,1.0,Maison,,84.0,2.0,S,,39.0,1668.892857142857
,,,,,,,1,08/01/2024,Vente,215930.0,60.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,RC,104,,266,"58,17",,,,,,,,,1,2.0,Appartement,,59.0,2.0,,,,3659.830508474576
,,,,,,,1,08/01/2024,Vente,215930.0,60.0,,AV,3140,EMILE COUNORD,33300.0,BORDEAUX,33,63,,RC,104,,332,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,269400.0,346.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,CH,86,,171,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,11/01/2024,Vente,269400.0,346.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,CH,86,,23,,39,,,,,,,,2,2.0,Appartement,,84.0,3.0,,,,3207.1428571428573
,,,,,,,1,11/01/2024,Vente,269400.0,346.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,CH,86,,23,,39,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/01/2024,Vente,510000.0,9.0,,RUE,2725,DU DOCTEUR ROUX CAUD,33200.0,BORDEAUX,33,63,,YX,77,,9,,,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,,23181.81818181818
