Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,prix_m2
,,,,,,,1,05/01/2024,Vente,232000.0,22.0,,IMP,2317,DELESALLE RUE R SALENGRO,59260.0,LILLE,59,350,298.0,AD,699,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,101.0,inf
,,,,,,,1,05/01/2024,Vente,232000.0,22.0,,IMP,2317,DELESALLE RUE R SALENGRO,59260.0,LILLE,59,350,298.0,AD,699,,,,,,,,,,,,0,1.0,Maison,,95.0,5.0,S,,101.0,2442.1052631578946
,,,,,,,1,05/01/2024,Vente,57500.0,11.0,,RUE,5499,DE LENS,59000.0,LILLE,59,350,,OT,151,,8,"12,19",,,,,,,,,1,2.0,Appartement,,13.0,1.0,,,,4423.076923076923
,,,,,,,1,05/01/2024,Vente,57500.0,11.0,,RUE,5499,DE LENS,59000.0,LILLE,59,350,,OT,151,,2,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,235000.0,229.0,,RUE,3277,FAIDHERBE HELLEMMES,59260.0,LILLE,59,350,298.0,AB,170,,,,,,,,,,,,0,1.0,Maison,,90.0,5.0,S,,101.0,2611.1111111111113
,,,,,,,1,05/01/2024,Vente,140000.0,9.0,,RUE,3552,FRANCISCO FERRER,59800.0,LILLE,59,350,,CM,374,,,,,,,,,,,,0,1.0,Maison,,70.0,4.0,S,,285.0,2000.0
,,,,,,,1,03/01/2024,Vente,194000.0,12.0,,RUE,9224,VIOLETTE,59000.0,LILLE,59,350,,IT,217,,99,"87,60",,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,,4619.047619047619
,,,,,,,1,03/01/2024,Vente,194000.0,12.0,,RUE,9224,VIOLETTE,59000.0,LILLE,59,350,,IT,217,,99,"87,60",,,,,,,,,1,2.0,Appartement,,90.0,4.0,,,,2155.5555555555557
,,,,,,,1,03/01/2024,Vente,15000.0,9001.0,,RUE,1354,CASTEL,59800.0,LILLE,59,350,,CI,224,,17,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,70000.0,96.0,,RUE,4706,D ISLY,59000.0,LILLE,59,350,,MX,101,,18,,8,,,,,,,,2,2.0,Appartement,,16.0,1.0,,,,4375.0
,,,,,,,1,04/01/2024,Vente,70000.0,96.0,,RUE,4706,D ISLY,59000.0,LILLE,59,350,,MX,101,,18,,8,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,117100.0,265.0,,BD,9119,VICTOR HUGO,59000.0,LILLE,59,350,,MT,13,,4,,,,,,,,,,1,2.0,Appartement,,36.0,2.0,,,,3252.777777777778
,,,,,,,1,09/01/2024,Vente,117100.0,265.0,,BD,9119,VICTOR HUGO,59000.0,LILLE,59,350,,MT,13,,8,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,96000.0,80.0,,RUE,5337,DE LANNOY,59800.0,LILLE,59,350,,BT,58,,8,"37,26",,,,,,,,,1,2.0,Appartement,,35.0,1.0,,,,2742.8571428571427
,,,,,,,1,11/01/2024,Vente,270500.0,10.0,,IMP,2593,DEWOLF RUE PHILADELPHIE,59800.0,LILLE,59,350,,CD,70,,,,,,,,,,,,0,1.0,Maison,,90.0,4.0,S,,71.0,3005.5555555555557
,,,,,,,1,10/01/2024,Vente,293000.0,17.0,,RUE,4202,DU GROS GERARD,59800.0,LILLE,59,350,,KT,20,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,16.0,inf
,,,,,,,1,10/01/2024,Vente,293000.0,14.0,,SQ,7369,DU RAMPONNEAU,59800.0,LILLE,59,350,,KT,21,,27,"54,30",59,,,,,,,,2,2.0,Appartement,,48.0,3.0,,,,6104.166666666667
,,,,,,,1,10/01/2024,Vente,293000.0,14.0,,SQ,7369,DU RAMPONNEAU,59800.0,LILLE,59,350,,KT,21,,27,"54,30",59,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,78000.0,64.0,,RUE,1844,DE CONDE,59000.0,LILLE,59,350,,OZ,246,,7,"26,26",,,,,,,,,1,2.0,Appartement,,35.0,1.0,,,,2228.5714285714284
,,,,,,,1,10/01/2024,Vente,1350000.0,19.0,,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,OR,202,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,567.0,0.0,S,,614.0,2380.9523809523807
,,,,,,,1,05/01/2024,Vente,1457.35,133.0,,RUE,7649,ROYALE,59800.0,LILLE,59,350,,EZ,32,,297,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,76000.0,5.0,,RUE,4164,DE LA GRANDE BRASSERIE,59000.0,LILLE,59,350,,IY,336,,2069,"17,56",,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,,4222.222222222223
,,,,,,,1,04/01/2024,Vente,69500.0,53.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,IK,253,,332,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,69500.0,53.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,IK,253,,305,"30,07",370,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,69500.0,53.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,IK,253,,305,"30,07",370,,,,,,,,2,2.0,Appartement,,31.0,1.0,,,,2241.935483870968
,,,,,,,1,08/01/2024,Vente,200000.0,169.0,,RUE,9478,HENRI GHESQUIERE LOMME,59160.0,LILLE,59,350,355.0,C,4720,,,,,,,,,,,,0,1.0,Maison,,68.0,4.0,S,,194.0,2941.176470588235
,,,,,,,1,11/01/2024,Vente,151300.0,3.0,,VC,6200,MONTAGNE 36 RUE ARAGO,59000.0,LILLE,59,350,,OZ,189,,,,,,,,,,,,0,1.0,Maison,,38.0,2.0,S,,18.0,3981.5789473684213
,,,,,,,1,03/01/2024,Vente,205000.0,22.0,,RUE,9369,ALBERT THOMAS LOMME,59160.0,LILLE,59,350,355.0,B,1652,,,,,,,,,,,,0,1.0,Maison,,61.0,3.0,S,,70.0,3360.655737704918
,,,,,,,1,08/01/2024,Vente,562000.0,183.0,,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,AR,14,,,,,,,,,,,,0,1.0,Maison,,128.0,3.0,S,,274.0,4390.625
,,,,,,,1,02/01/2024,Vente,595500.0,63.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HI,58,,,,,,,,,,,,0,2.0,Appartement,,57.0,3.0,S,,138.0,10447.368421052632
,,,,,,,1,02/01/2024,Vente,595500.0,63.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HI,58,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,138.0,inf
,,,,,,,1,02/01/2024,Vente,595500.0,63.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HI,58,,,,,,,,,,,,0,2.0,Appartement,,75.0,3.0,S,,138.0,7940.0
,,,,,,,1,02/01/2024,Vente,595500.0,63.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HI,58,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,138.0,inf
,,,,,,,1,12/01/2024,Vente,137500.0,14.0,,RUE,4469,HENRI KOLB,59000.0,LILLE,59,350,,RX,329,,6,"34,57",,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,,2696.078431372549
,,,,,,,1,11/01/2024,Vente,105000.0,56.0,,RUE,4831,JEAN BART HELLEMMES,59260.0,LILLE,59,350,298.0,AN,1112,,3,,,,,,,,,,1,2.0,Appartement,,50.0,2.0,,,,2100.0
,,,,,,,1,10/01/2024,Vente,482000.0,3.0,,PL,7504,RICHEBE,59800.0,LILLE,59,350,,LT,66,,12,,14,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,482000.0,3.0,,PL,7504,RICHEBE,59800.0,LILLE,59,350,,LT,66,,12,,14,,,,,,,,2,2.0,Appartement,,116.0,4.0,,,,4155.172413793103
,,,,,,,1,10/01/2024,Vente,482000.0,3.0,,PL,7504,RICHEBE,59800.0,LILLE,59,350,,LT,66,,16,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/01/2024,Vente,210000.0,18.0,,RUE,6894,PIERRE MARTEL,59800.0,LILLE,59,350,,KN,368,,119,,41,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/01/2024,Vente,210000.0,18.0,,RUE,6894,PIERRE MARTEL,59800.0,LILLE,59,350,,KN,368,,119,,41,,,,,,,,2,2.0,Appartement,,68.0,3.0,,,,3088.235294117647
,,,,,,,1,03/01/2024,Vente,210000.0,18.0,,RUE,6894,PIERRE MARTEL,59800.0,LILLE,59,350,,KN,368,,222,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,02/01/2024,Vente,185000.0,39.0,,RUE,1046,BOUCHER DE PERTHES,59800.0,LILLE,59,350,,NW,195,,9,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,02/01/2024,Vente,185000.0,39.0,,RUE,1046,BOUCHER DE PERTHES,59800.0,LILLE,59,350,,NW,195,,6,,,,,,,,,,1,2.0,Appartement,,39.0,2.0,,,,4743.589743589743
,,,,,,,1,15/01/2024,Vente,280000.0,15.0,,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,,KM,200,,455,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/01/2024,Vente,280000.0,21.0,,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,,KM,201,,637,,,,,,,,,,1,2.0,Appartement,,56.0,3.0,,,,5000.0
,,,,,,,1,10/01/2024,Vente,379000.0,20.0,,RUE,0152,ALEXANDRE DESROUSSEAUX,59800.0,LILLE,59,350,,TR,1,,688,"83,06",759,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,379000.0,9001.0,,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,TR,1,,906,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,379000.0,20.0,,RUE,0152,ALEXANDRE DESROUSSEAUX,59800.0,LILLE,59,350,,TR,1,,688,"83,06",759,,,,,,,,2,2.0,Appartement,,85.0,4.0,,,,4458.823529411765
,,,,,,,1,10/01/2024,Vente,379000.0,20.0,,RUE,0152,ALEXANDRE DESROUSSEAUX,59800.0,LILLE,59,350,,TR,1,,688,"83,06",759,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,02/01/2024,Vente,374000.0,53.0,,RUE,1339,DE CASSEL,59000.0,LILLE,59,350,,ER,192,,,,,,,,,,,,0,1.0,Maison,,182.0,7.0,S,,216.0,2054.945054945055
,,,,,,,1,02/01/2024,Vente,374000.0,53.0,,RUE,1339,DE CASSEL,59000.0,LILLE,59,350,,ER,192,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,216.0,inf
,,,,,,,1,03/01/2024,Vente,419000.0,3.0,,RUE,4164,DE LA GRANDE BRASSERIE,59000.0,LILLE,59,350,,IY,336,,3094,"108,68",3104,,,,,,,,2,2.0,Appartement,,112.0,4.0,,,,3741.0714285714284
,,,,,,,1,03/01/2024,Vente,419000.0,3.0,,RUE,4164,DE LA GRANDE BRASSERIE,59000.0,LILLE,59,350,,IY,336,,3510,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,03/01/2024,Vente,419000.0,3.0,,RUE,4164,DE LA GRANDE BRASSERIE,59000.0,LILLE,59,350,,IY,336,,3094,"108,68",3104,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,235000.0,4.0,A,RUE,7574,ROLAND,59800.0,LILLE,59,350,,KO,60,,793,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,235000.0,7.0,C,RUE,1068,DE BOULOGNE,59800.0,LILLE,59,350,,KO,60,,357,,749,,,,,,,,2,2.0,Appartement,,57.0,2.0,,,,4122.80701754386
,,,,,,,1,08/01/2024,Vente,235000.0,7.0,C,RUE,1068,DE BOULOGNE,59800.0,LILLE,59,350,,KO,60,,357,,749,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,235000.0,7.0,C,RUE,1068,DE BOULOGNE,59800.0,LILLE,59,350,,KO,60,,357,,749,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/01/2024,Vente,441676.0,16.0,,RUE,3391,FERRER,59260.0,LILLE,59,350,298.0,AL,28,,,,,,,,,,,,0,1.0,Maison,,112.0,4.0,S,,159.0,3943.535714285714
,,,,,,,1,05/01/2024,Vente,326000.0,20.0,,SQ,3146,DE L ERMITAGE,59800.0,LILLE,59,350,,AP,65,,,,,,,,,,,,0,1.0,Maison,,95.0,6.0,S,,188.0,3431.5789473684213
,,,,,,,1,05/01/2024,Vente,326000.0,20.0,,SQ,3146,DE L ERMITAGE,59800.0,LILLE,59,350,,AP,65,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0.0,S,,188.0,inf
,,,,,,,1,03/01/2024,Vente,105760.0,77.0,,RUE,9329,DE WAZEMMES,59000.0,LILLE,59,350,,OV,173,,2,,,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,,4807.272727272727
,,,,,,,1,19/01/2024,Vente,6200.0,18.0,,RUE,0363,ARMAND CARREL,59000.0,LILLE,59,350,,IL,40,,6,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,460000.0,69.0,,RUE,6368,NEGRIER,59800.0,LILLE,59,350,,KV,30,,114,,,,,,,,,,1,2.0,Appartement,,123.0,5.0,,,,3739.837398373984
,,,,,,,1,12/01/2024,Vente,460000.0,73.0,,RUE,6368,NEGRIER,59800.0,LILLE,59,350,,KV,30,,138,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,129900.0,13.0,,RUE,3263,FABRICY,59000.0,LILLE,59,350,,OS,274,,20,,24,,7,,,,,,3,2.0,Appartement,,33.0,2.0,,,,3936.3636363636365
,,,,,,,1,05/01/2024,Vente,129900.0,13.0,,RUE,3263,FABRICY,59000.0,LILLE,59,350,,OS,274,,20,,24,,7,,,,,,3,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,18/01/2024,Vente,110000.0,98.0,,RUE,1659,DU CHEVALIER FRANCAIS,59800.0,LILLE,59,350,,BC,71,,24,,,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,,3666.6666666666665
,,,,,,,1,18/01/2024,Vente,110000.0,98.0,,RUE,1659,DU CHEVALIER FRANCAIS,59800.0,LILLE,59,350,,BC,71,,121,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,61000.0,2.0,,RUE,2853,DUGUESCLIN,59000.0,LILLE,59,350,,OZ,259,,2,"19,00",,,,,,,,,1,2.0,Appartement,,19.0,1.0,,,,3210.5263157894738
,,,,,,,1,16/01/2024,Vente,155000.0,70.0,,RUE,4716,JACQUARD HELLEMMES,59260.0,LILLE,59,350,298.0,AB,1311,,,,,,,,,,,,0,1.0,Maison,,115.0,4.0,S,,120.0,1347.8260869565217
,,,,,,,1,15/01/2024,Vente,162760.0,32.0,,RUE,6197,DES MONTAGNARDS,59800.0,LILLE,59,350,,BT,138,,,,,,,,,,,,0,1.0,Maison,,84.0,5.0,S,,135.0,1937.6190476190477
,,,,,,,1,18/01/2024,Vente,195000.0,2.0,,RUE,5283,DE LA MADELEINE,59800.0,LILLE,59,350,,AM,101,,5,"52,31",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,,3000.0
,,,,,,,1,10/01/2024,Vente,135000.0,23.0,,RUE,8509,DE SUEDE,59000.0,LILLE,59,350,,EK,536,,,,,,,,,,,,0,1.0,Maison,,54.0,3.0,S,,116.0,2500.0
,,,,,,,1,12/01/2024,Vente,24900.0,19.0,,RUE,0144,D ALEMBERT,59000.0,LILLE,59,350,,MZ,167,,402,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,185200.0,66.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BZ,241,,2,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,12/01/2024,Vente,185200.0,66.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BZ,241,,51,,80,,,,,,,,2,2.0,Appartement,,72.0,3.0,,,,2572.222222222222
,,,,,,,1,12/01/2024,Vente,185200.0,66.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BZ,241,,51,,80,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,227100.0,39.0,,RUE,7739,SAINT DRUON,59800.0,LILLE,59,350,,BD,24,,,,,,,,,,,,0,1.0,Maison,,61.0,4.0,S,,60.0,3722.9508196721313
,,,,,,,1,09/01/2024,Vente,204000.0,85.0,,AV,5967,MARX DORMOY,59000.0,LILLE,59,350,,ET,464,,30,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,09/01/2024,Vente,204000.0,85.0,,AV,5967,MARX DORMOY,59000.0,LILLE,59,350,,ET,464,,17,,,,,,,,,,1,2.0,Appartement,,83.0,4.0,,,,2457.8313253012047
,,,,,,,1,03/01/2024,Vente,185000.0,9.0,,RUE,1664,CHEVREUL,59000.0,LILLE,59,350,,RZ,45,,,,,,,,,,,,0,1.0,Maison,,70.0,3.0,S,,60.0,2642.8571428571427
,,,,,,,1,19/01/2024,Vente,191000.0,49.0,,RUE,3316,DU FBG DE ROUBAIX,59800.0,LILLE,59,350,,TW,5,,19,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,19/01/2024,Vente,191000.0,49.0,,RUE,3316,DU FBG DE ROUBAIX,59800.0,LILLE,59,350,,TW,5,,41,"43,60",,,,,,,,,1,2.0,Appartement,,43.0,2.0,,,,4441.860465116279
,,,,,,,1,10/01/2024,Vente,310800.0,12.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HK,293,,111,"72,83",38,,,,,,,,2,2.0,Appartement,,74.0,3.0,,,,4200.0
,,,,,,,1,10/01/2024,Vente,310800.0,12.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HK,293,,26,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,310800.0,12.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HK,293,,111,"72,83",38,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,310800.0,12.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HK,293,,111,"72,83",38,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,238000.0,128.0,,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,,BC,147,,370,"59,35",48,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,238000.0,128.0,,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,,BC,147,,370,"59,35",48,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,238000.0,128.0,,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,,BC,147,,370,"59,35",48,,,,,,,,2,2.0,Appartement,,58.0,2.0,,,,4103.448275862069
,,,,,,,1,10/01/2024,Vente,238000.0,128.0,,RUE,5279,DE LA LOUVIERE,59800.0,LILLE,59,350,,BC,147,,171,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,16/01/2024,Vente,193000.0,36.0,,RUE,6007,DE MAUBEUGE,59000.0,LILLE,59,350,,LZ,127,,15,,,,,,,,,,1,2.0,Appartement,,71.0,3.0,,,,2718.3098591549297
,,,,,,,1,09/01/2024,Vente,100000.0,238.0,,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,NS,52,,2,"34,10",6,,,,,,,,2,2.0,Appartement,,40.0,1.0,,,,2500.0
,,,,,,,1,18/01/2024,Vente,18000.0,2.0,A,RUE,0361,ARMAND BARBES,59000.0,LILLE,59,350,,MR,316,,12,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,65000.0,5.0,,RUE,9414,DANTON LOMME,59160.0,LILLE,59,350,355.0,A,682,,,,,,,,,,,,0,1.0,Maison,,40.0,1.0,S,,113.0,1625.0
,,,,,,,1,18/01/2024,Vente,1363000.0,5.0,,RUE,3806,GAUTHIER DE CHATILLON,59000.0,LILLE,59,350,,LW,129,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,795.0,0.0,S,,428.0,1714.4654088050315
,,,,,,,1,18/01/2024,Vente,1363000.0,5.0,,RUE,3806,GAUTHIER DE CHATILLON,59000.0,LILLE,59,350,,LW,129,,,,,,,,,,,,0,2.0,Appartement,,60.0,3.0,S,,428.0,22716.666666666668
,,,,,,,1,03/01/2024,Vente,283000.0,6.0,,QUAI,1662,DES CHEVILLARDS,59800.0,LILLE,59,350,,AB,120,,128,,,,,,,,,,1,2.0,Appartement,,60.0,2.0,,,,4716.666666666667
,,,,,,,1,03/01/2024,Vente,283000.0,6.0,,QUAI,1662,DES CHEVILLARDS,59800.0,LILLE,59,350,,AB,120,,426,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,194600.0,63.0,,RUE,6170,DU MOLINEL,59800.0,LILLE,59,350,,TM,7,,5,"55,42",,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,10/01/2024,Vente,194600.0,63.0,,RUE,6170,DU MOLINEL,59800.0,LILLE,59,350,,TM,7,,5,"55,42",,,,,,,,,1,2.0,Appartement,,60.0,3.0,,,,3243.3333333333335
,,,,,,,1,17/01/2024,Vente,158760.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,1,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/01/2024,Vente,158760.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,120,,,,,,,,,,1,2.0,Appartement,,79.0,4.0,,,,2009.620253164557
,,,,,,,1,15/01/2024,Vente,146100.0,64.0,,RUE,8119,SAINTE CATHERINE,59800.0,LILLE,59,350,,KW,55,,3,,,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,,2356.451612903226
,,,,,,,1,11/01/2024,Vente,76000.0,18.0,,RUE,6309,DE MULHOUSE,59000.0,LILLE,59,350,,MP,153,,6,,,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,,2714.285714285714
,,,,,,,1,11/01/2024,Vente,135000.0,18.0,,RUE,6309,DE MULHOUSE,59000.0,LILLE,59,350,,MP,153,,8,,,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,,4500.0
,,,,,,,1,11/01/2024,Vente,135000.0,18.0,,RUE,6309,DE MULHOUSE,59000.0,LILLE,59,350,,MP,153,,1,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,30.0,0.0,,,,4500.0
,,,,,,,1,11/01/2024,Vente,22500.0,17.0,,RUE,1804,COLSON,59800.0,LILLE,59,350,,RT,211,,24,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,12.0,0.0,,,,1875.0
,,,,,,,1,08/01/2024,Vente,643000.0,145.0,,RUE,5230,DE LA BASSEE,59000.0,LILLE,59,350,,IV,95,,51,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,08/01/2024,Vente,643000.0,139.0,,RUE,5230,DE LA BASSEE,59000.0,LILLE,59,350,,IV,98,,,,,,,,,,,,0,1.0,Maison,,163.0,8.0,S,,192.0,3944.7852760736196
,,,,,,,1,08/01/2024,Vente,643000.0,49.0,,RUE,4329,HALEVY,59000.0,LILLE,59,350,,MX,139,,64,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,04/01/2024,Vente,403300.0,844.0,,AV,9430,DE DUNKERQUE LOMME,59160.0,LILLE,59,350,355.0,A,1037,,,,,,,,,,,,0,1.0,Maison,,192.0,7.0,S,,118.0,2100.5208333333335
,,,,,,,1,17/01/2024,Vente,72000.0,6.0,,PL,0327,DE L ARBONNOISE,59000.0,LILLE,59,350,,MW,4,,5,,9,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,17/01/2024,Vente,72000.0,6.0,,PL,0327,DE L ARBONNOISE,59000.0,LILLE,59,350,,MW,4,,5,,9,,,,,,,,2,2.0,Appartement,,15.0,1.0,,,,4800.0
,,,,,,,1,11/01/2024,Vente,451200.0,60.0,,RUE,7409,REAUMUR,59800.0,LILLE,59,350,,AP,54,,,,,,,,,,,,0,1.0,Maison,,110.0,4.0,S,,166.0,4101.818181818182
,,,,,,,1,05/01/2024,Vente,342500.0,1.0,,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,KR,29,,27,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,342500.0,1.0,,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,KR,29,,64,"71,50",65,,,,,,,,2,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,05/01/2024,Vente,342500.0,1.0,,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,KR,29,,64,"71,50",65,,,,,,,,2,2.0,Appartement,,64.0,3.0,,,,5351.5625
,,,,,,,1,05/01/2024,Vente,213000.0,76.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,IK,116,,,,,,,,,,,,0,1.0,Maison,,73.0,5.0,S,,94.0,2917.8082191780823
,,,,,,,1,19/01/2024,Vente,60000.0,9.0,,RUE,0267,ANATOLE FRANCE,59800.0,LILLE,59,350,,LN,29,,167,,,,,,,,,,1,3.0,Dépendance,,0.0,0.0,,,,inf
,,,,,,,1,15/01/2024,Vente,228000.0,192.0,,BD,9119,VICTOR HUGO,59000.0,LILLE,59,350,,PR,56,,12,"74,07",,,,,,,,,1,2.0,Appartement,,74.0,4.0,,,,3081.0810810810813
